Unique ID,Response Duration,Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag
1812,10.0,Low in calories and organic,Unanswered,Colors light,Bid light,Stella arteois,0
1813,8.0,Na,Na,Unanswered,Unanswered,Unanswered,0
1814,12.0,I like the bottle and the color very mucا Attractive packaging,nothing to say,moon light,corona,xxx,0
1816,14.0,I like it's taste.,there was nothing to dislike.,Unanswered,Unanswered,Unanswered,0
1817,8.0,Packaging,Nothing,Miller lt,Bud light,Coors lt,0
1818,5.0,Taste and quality,Nome,Corona,Modelo,Heineken,0
1819,14.0,I don't like it at all,It doesn't taste good to me,Unanswered,Unanswered,Unanswered,0
1821,28.0,I like its texture and its ingredients.,Its price is higher than that of similar types of beer.,Miller Lite,Coors Light,Bud Light,0
1822,7.0,It is smooth,I like the taste,Budlight,Coors,Natural Light,0
1823,20.0,Most about Michelob ULTRA Pure Gold Extra Lager is its organic ingredients and light refreshing taste.,Not dislike it this very good While maintaining its refreshing profile and potentially.,Bud Light,Coors Light,Michelob ULTRA,0
1824,8.0,I like the color scheme of the bottle and the packaging,It's too expensive for my taste,Unanswered,Unanswered,Unanswered,0
1827,22.0,It looks very tasty and crisp,Not my first choice,Coors light,Keystone light,Miller lite,0
1828,42.0,I stated earlier I did not like Michelob.,I just don’t care for there beer at all.,Unanswered,Unanswered,Unanswered,0
1831,4.0,Not sure,Not sure,20,0,0,0
1832,57.0,"I like everything about it , the new design and also it's a light lager beer as well",Nothing at all,Mikes hard lemonade,Bud light,Soda,0
1833,7.0,It's beer,Nothing,Mike hards,Budlight,Unanswered,1
1834,15.0,The most important thing I like about Michelob ULTRA Pure Gold: USDA Certified Organic Light Lager is its commitment to quality and sustainability.,"One aspect I dislike about Michelob ULTRA Pure Gold: USDA Certified Organic Light Lager is its relatively mild flavor profile, which can sometimes come across as too subtle or lacking in complexity compared to other craft beers or full-bodied lagers.",Regular Light Beers,Non-Organic Beers,Low-Calorie Alcoholic Beverages,0
1836,9.0,The packaging,Nothing,Unanswered,Unanswered,Unanswered,0
1837,27.0,The taste it unique interesting and premium,"No, unique and great",Miller Lite,Bud Light Nex,Coors Pure Light Beer,0
1839,6.0,The face that it's got the Michelob taste,The fact it comes in glass bottle options only,Bud Weiser,Bud light,Dios equis,0
1840,10.0,everything,nothing,Unanswered,Unanswered,Unanswered,0
1842,12.0,Seems healthier than other beers.,Friends might give you a hard time drinking it.,Unanswered,Unanswered,Unanswered,0
1843,13.0,That it's organic and I think it's better for you,The bottle of her too small,Bud light,Coors light,Budweiser,0
1845,6.0,The colors the name catchy,Nothing,Unanswered,Unanswered,Unanswered,0
1847,8.0,The lightness of the beer. It looks refreshing,Nothing to dislike,Bud light,Pabst blue ribbon,Natural light,0
1849,5.0,High quality,Nothing,Bud Light,Modelo,Corona,0
1850,12.0,Low calorie,Nothing to dislike about the product,Budweiser,Mike hard lemonade,Bud light,0
1851,9.0,"The appearance, freshness, date, the type",Nothing but it isn't my first choice in beers.,Corona lime,Busch,Miller,0
1853,11.0,The best thing about this,Good to know I can,Aky,Mod,Bot,1
1855,16.0,its american and gold,none,bud light,none,corona,0
1857,13.0,Appears to be a premium brand of light beer but still with lower calories,May be a little too golden (?),Coors Light,Bud Light,Michelob Ultra,0
1858,11.0,The nice light that doesn't weight you down.,Is a bit weak,Coors,Light,Beer,0
1859,35.0,The Fact That It Has All Those Great Ingredients And Considered To Be Light Beer Without All The Normal Ingredients Of The Other Brands,"There Isn't Much That I Dislike About The Product That Was Shown, Maybe Just The Graphic Design On The Bottle",Corona,Budweiser,Miller Lite,0
1860,8.0,REFRESH MY SELF.,IS GOOD.,MEDALLA,COORSLIGHT,BUDWISER,0
1862,9.0,That it uses organic ingredients,Nothing,Budweiser,Budlight,Miller light,0
1863,19.0,I like clean looking bottle and sounds good taste of light beer.,Nothing I can find.,Heineken,Coors,Miller light,0
1864,28.0,Like the flavor that has,Nothing dislike me,Unanswered,Unanswered,Unanswered,0
1865,23.0,The golden color,The price,Unanswered,Unanswered,Unanswered,0
1866,13.0,The flavor,Nothing I can think of,Unanswered,Unanswered,Unanswered,0
1868,11.0,I love light beer and I like michelob,Nothing,Bud light,Hinikan,Coors light,1
1872,25.0,Michelle always had quality products,Nothing,Unanswered,Unanswered,Unanswered,0
1874,6.0,It seems healthier to consume,Nothing,Miller,Budweiser,Keystone,0
1875,11.0,I like everything about it,I don’t dislike anything about it,Smirnoff,Heineken,Star,0
1876,10.0,The low calories,Don’t know how the organic components would tazye,Unanswered,Unanswered,Unanswered,0
1877,13.0,It came with good flavor and good taste,Nothing for dislike,Bud Light,Corona,Jacks Light,0
1879,3.0,the color,nothing,Unanswered,Unanswered,Unanswered,0
1881,11.0,I like that it has a low alcohol content for the days that I'm not trying to get too intoxicated so that I may continue to party with others throughout the night,There's nothing that I can think of that I don't like at the moment,Unanswered,Unanswered,Unanswered,1
1882,4.0,It has a good crisp taste,Nothing,Tasty,Delicious,Great,0
1883,24.0,The taste is unique,Nothing,Heineken,Budweiser,Guinness,0
1884,20.0,O like the flavor and the taste,I didn't dislike anything about it,Budweiser,Light bud,Bud light,0
1885,16.0,Nothing,Never had it,Unanswered,Unanswered,Unanswered,0
1886,7.0,Extra light beer,Price is bit expensive,Miller lite,Budweiser,Corona,1
1888,11.0,I like the way its advertised,Never had it before,Unanswered,Unanswered,Unanswered,0
1890,16.0,I don't like it I don't like ultra beers too light for me the fact that it's organic it sounds strange,Like I said I don't like it and it's organic so I really don't like it I would not buy it,Unanswered,Unanswered,Unanswered,0
1891,9.0,It taste good and it doesn't make u too drunk,The label is no that appealing,Steel reserve,Colt 45,Englich,0
1892,13.0,Really? No different than anything else. I wouldn't try it too expensive.,Very too much expensive,Unanswered,Unanswered,Unanswered,0
1893,28.0,It doesn't get me drunk quickly it's a mellow feeling,I like everything about this beer,Unanswered,Unanswered,Unanswered,0
1894,6.0,i like nothing about this,everything is awful,Unanswered,Unanswered,Unanswered,0
1895,7.0,i like everything about it,i dislike nothing,Unanswered,Unanswered,Unanswered,0
1896,35.0,I like the taste of Michelob and love the taste of lager so I am pretty interested to see what this would taste like.,I actually don't see anything I dislike about it so far.,Color Light,Miller Lite,Bud Light,0
1897,9.0,It's organic.,I dislike the watered down taste and texture.,Unanswered,Unanswered,Unanswered,0
1898,8.0,Organic lager,Light beer,Unanswered,Unanswered,Unanswered,0
1899,12.0,Is a light beer low in calories and carbs with a great taste,I don't dislike anything about this beer it's just not my choice of beer I prefer to drink,Unanswered,Unanswered,Unanswered,0
1901,10.0,Nothing in particular,Nothing in particular,Unanswered,Unanswered,Unanswered,0
1902,29.0,Nothing,Nothing,Unanswered,Unanswered,Unanswered,0
1903,7.0,Easy to drink low calorie tasty,Unanswered,Unanswered,Unanswered,Unanswered,0
1904,18.0,It's lighter than the regular beers and with less calories,The bottle design,Budweiser light,Coors light,Miller lite,0
1905,25.0,i don’t like it,i don’t like it,Unanswered,Unanswered,Unanswered,0
1907,33.0,Is an organic beer and do not five me acid reflux.,Unanswered,"Michelob Ultra, Superior Light",Terramana,Don Q,0
1909,22.0,i love Michelob ultra pure gold for it's refreshing taste and lower calorie count,i find Michelob ultra pure gold lacks bold flavor and can feel a bit too light for my taste,bud light,miller lite,coors light,0
1910,6.0,I like the high quality taste and flavor.,None. It is refreshing.,Corona Light,Heineken,Budweiser,1
1912,4.0,Details and information about,Costs,Coors,Miller light,Keystone,0
1913,13.0,That it is a michalob product,Afraid to try it,Michalob ultra,Budweiser,Miller lite,1
1914,18.0,"I love Michelob Ultra Pure Gold for its refreshing, smooth taste and impressive health-conscious features, including low calories, carbs, and gluten-free ingredients. Its eco-friendly brewing process and commitment to sustainability also align with my values, making it my top choice for a premium light lager.",Michelob Ultra Pure Gold doesn't quite meet my expectations in terms of flavor.,Trophy,Belingual,All 3,0
1915,18.0,It looks smooth and sounds like it has a good taste,No dislikes,Unanswered,Unanswered,Unanswered,1
1916,7.0,i like very good brand,I have nothing to say,Extra Light Large,Extra Light,Learge,0
1918,10.0,It’s very convenient and nice to drink it to unwind,Nothing,Unanswered,Unanswered,Unanswered,0
1919,19.0,I love the bottling. It is appealing and I love the taste too,I have not really thought about that,Unanswered,Unanswered,Unanswered,0
1920,9.0,Unanswered,Threw the organic thing in there,Unanswered,Unanswered,Unanswered,0
1921,25.0,I never try this brand so its very hard to discribe anything about it .,"Same answer, if I don't know anything about this product how I can explain about it??",Unanswered,Unanswered,Unanswered,0
1922,21.0,"The most important thing I like about Michelob ULTRA Pure Gold is its low calorie content, making it a healthier option compared to other beers. The fact that it's brewed with premium American ingredients and still delivers a refreshing taste without sacrificing flavor is appealing. It seems like a great choice for those who are health-conscious but still want to enjoy a light beer, which would definitely drive me to try it.","One thing I dislike about Michelob ULTRA Pure Gold is that its alcohol content (3.8% ABV) is relatively low compared to other beers, which might make it less appealing for someone seeking a stronger beer. Additionally, while it's marketed as a premium product, the price point could feel a bit high for a light beer, especially when there are other similar options available at a lower cost.",Unanswered,Unanswered,Unanswered,0
1924,10.0,"I love the taste,it kind of different and unique","Nothing really, just the price",Corona,Silver,Budweiser,0
1925,12.0,85 calories,Nothing,Coors light,Keystone light,Michelob ultra,0
1926,6.0,It seems like other kinds of beer,"I don’t like the color, looks like pee",Unanswered,Unanswered,Unanswered,0
1927,22.0,Low calories amount,Botella,Unanswered,Unanswered,Unanswered,0
1928,9.0,The calories,Nothing,Busch,Miller,Pabst,0
1929,20.0,Really keep up to it hype,Too expensive,Miller light,Bud light,Coors light,0
1930,20.0,I like it because it is USDA Certified Organic Light Lager,I don't dislike anything about it.,Heineken,Busch Light,Coors Light,0
1932,23.0,"The most important thing I like about Michelob ULTRA Pure Gold is its light, crisp, and low in calories, making it easy to enjoy without feeling heavy.",There is nothing to dislike.,Bud light,Corona Extra,Miller lite,0
1933,8.0,Nothing,Organic,Unanswered,Unanswered,Unanswered,0
1934,17.0,I think the taste is more pure than alot of beers. It taste cleaner.,"The price is a bit higher than I like, but I still drink it.",PBR,Corona,Bud light,0
1935,11.0,Low calories and carbs,Price,Natural ice,Miller lite,Bud light,0
1936,14.0,85 calories,the taste might not be good,Unanswered,Unanswered,Unanswered,0
1937,17.0,That it uses organic ingredients,Nothing in particular,Unanswered,Unanswered,Unanswered,0
1938,13.0,That it has a third less alcohol than other light beers and only 70 calories.,That the taste is not as bold as I like in a beer.,Bud Light,Corona Extra,Miller Lite,0
1939,21.0,I really like the color and packaging of this beer; it looks like my favorite type.,The packaging does not highlight its features and the type of beer.,Root Beer,California Common,California Common,0
1941,7.0,There's nothing I like about it.,I dislike the brand.,Unanswered,Unanswered,Unanswered,0
1943,12.0,calories,nothing,Unanswered,Unanswered,Unanswered,0
1944,9.0,I enjoy the brand,Unanswered,Unanswered,Unanswered,Unanswered,0
1945,5.0,Nothing,Too high faluting,Unanswered,Unanswered,Unanswered,0
1947,15.0,It's from a brand I trust like Michelob and the golden color is really beautiful. But also I like the 70 calories pitch as well.,Nothing bothered me about the product. I thought it was cool.,Keystone Light,Miller High Life,Yuengling,1
1948,10.0,It seems good taste,Nothing,Na,Na,Na,0
1950,10.0,I like the taste,Nothing,Budweiser,Miller,Coors,0
1951,17.0,It doesn't taste horrible and it's kind of smooth,It's not my favorite beer but it's ok,Modelo,Corona,Heineken,0
1952,12.0,70 calories,Lager,Unanswered,Unanswered,Unanswered,0
1953,14.0,I like the color of the beer,Eh doesn't seem like I would like the taste. Have to try first,Miller high life,Unanswered,Unanswered,0
1955,16.0,I do apologize but there is really nothing I really like about this beer. I do not drink lagers,I don't specifically dislike anything I just do not drink lagers,Unanswered,Unanswered,Unanswered,0
1956,19.0,I've never had it so don't know,I've never tasted it or had it so I don't know,Unanswered,Unanswered,Unanswered,0
1957,26.0,The low calorie and low carb content make it appealing for those who want to enjoy a refreshing beer without compromising their fitness goals.,Price point,Bud light,Coors light,Miller lite,0
1958,14.0,It's home grown and pure,Nothing,Heisein,Guinase,Win,0
1959,16.0,"As a dos equis drinker, I enjoy having ultra gold available if dos equis is not. It has a nice smooth flavor.",I don't dislike ultra gold. It is a typical alternative for me.,Unanswered,Unanswered,Unanswered,0
1960,25.0,NEVER TRIED IT,UNAPPLING LABLE,Unanswered,Unanswered,Unanswered,0
1962,34.0,That is has a smoother taste with less calories,Nothing,Unanswered,Unanswered,Unanswered,0
1964,16.0,Golden light lager,nothing,Unanswered,Unanswered,Unanswered,0
1965,11.0,only 2.3 carbs,seems about $1 higher than I would like,coors light,corona,none,0
1966,5.0,I like the flavor,Nothing to dislike,Coors,Unanswered,Unanswered,0
1968,19.0,It's organic and natural,Nothing,Unanswered,Unanswered,Unanswered,1
1969,4.0,I like the color,Nothing to dislike,Light,Quality,Tasty,0
1971,17.0,"I love that it's extra light, it shows it's uniqueness from other beers and it seems to be less bitter than others","Well, it's so expensive, asides that I really don't have any other dislike especially for the product itself",Unanswered,Unanswered,Unanswered,1
1972,4.0,The taste is immeasurable compared to others,Nothing I love the brand and all it offers,Good tasting,Making great,Gouge for,0
1973,13.0,Good test,Nothing,Corona,Heniken,Alten,0
1974,16.0,The taste is so good when it is 32 degrees,Nothing,Unanswered,Unanswered,Unanswered,0
1975,10.0,It's different,Nothing,Unanswered,Unanswered,Unanswered,0
1976,10.0,Unanswered,Nothing,Unanswered,Unanswered,Unanswered,0
1977,7.0,Low calorie isn't bad,3.8% is a little lower than I like,Unanswered,Unanswered,Unanswered,0
1978,15.0,I like the taste and it is appealing to me,Nothing in particular,Amstel Light,Corona Light,Heinekan,0
1980,34.0,it seems refreshing and smooth,there is nothing i dislike about this,none come to mind,none come to mind,none come to mind,0
1982,22.0,I feel like it's a healthier choices of beer compared to most others and it's USDA certified so I trust the brand,It don't taste like Ulta,Budweiser,Miller,Unanswered,0
1985,7.0,is smooth,none,Unanswered,Unanswered,Unanswered,0
1987,13.0,That it is a light lager and crisp in taste,I'm not sure yet,Heineken,Unanswered,Unanswered,0
1988,55.0,"Michelob ULTRA Pure Gold's refreshing blend of low-carb, organic ingredients, crisp taste, and eco-friendly packaging appeals to health-conscious beer enthusiasts seeking premium quality.","Nothing, great product.",Heineken,Corona,Carlsberg,0
1989,6.0,I want pure organic ingredients in my pure gold beer.,there's nothing to dislike.,Unanswered,Unanswered,Unanswered,0
1991,15.0,The price seems right for me.,nothing,Budwieser,Corona,Bud light,0
1995,11.0,Nothing,Everything,Unanswered,Unanswered,Unanswered,0
1996,13.0,I would like that i Gold organic made with finest ingredients,The bottle is too big to finish,Unanswered,Unanswered,Unanswered,0
1997,24.0,"One of the most notable features is its focus on organic ingredients and its low-calorie content. Many consumers enjoy it for being a lighter, refreshing beer that aligns with a health-conscious lifestyle, containing fewer carbs and calories compared to many other beers. Its crisp, clean taste and the fact that it's brewed without artificial flavors or colors also make it a favorite for those seeking a more natural drinking experience.",Some beer enthusiasts feel that its light flavor is too mild or lacks depth compared to more robust craft beers.,bud light,hiekines,Jim Beam Bourbon,0
1998,12.0,I like light beers and it nice to see a new option with even less sugar. If I tried it and liked it I would keep drinking it,Extra light almost seems like it might lack on flavor.,Miller lite,Jack Daniel’s,Moonshine,0
1999,5.0,I love the overall features of the brand,Not common in supermarket,Heineken,Budweiser,Miller,0
2000,9.0,I don't like,Everything,Unanswered,Unanswered,Unanswered,1
2001,4.0,GOOD JOB,NONE,LOOK,JOB,NEW,0
2002,9.0,Unanswered,Unanswered,Busch,Bud light,Yueling,0
2003,8.0,I typically like to drink light beer and this is something that I would like to try in the future,I can't think of anything that I dislike about it,Unanswered,Unanswered,Unanswered,1
2004,4.0,Nw,Gold,Unanswered,Unanswered,Unanswered,0
2005,12.0,The taste,Nothing,Bud light,Budweiser,Cool light,0
2006,32.0,It contains 85 calories and it is made with no artificial colors,The taste,Heineken,Budweiser,Heineken silver,0
2008,16.0,The fact that its organic.,Nothing really to dislike until I taste it.,Unanswered,Unanswered,Unanswered,0
2011,8.0,Nothing,Nothing,Coors Light,Miller Lite,Bud Light,0
2015,14.0,the refreshing Taste.and the way its brew,the price seems a bit expensive,becks,xx dos,corona,0
2016,10.0,I like Michelob,Nothing,Unanswered,Unanswered,Unanswered,0
2017,10.0,85 calories 2.3 carbs,the cost of the 6 pack of 9.99,Unanswered,Unanswered,Unanswered,0
2019,14.0,It is healthy and does not contain artificial ingredients or flavours,No thing,Heineken,Budweiser,Moon light,0
2020,5.0,The taste is the best and my favorite part,N/a I like it all,Apple,Busch,Laget,1
2021,7.0,I love the taste and texture of the drink.,I don't dislike anything about it,2,1,3,0
2022,14.0,The most impotrant thing I like about Michlob ULTRA Pure Gold premuim,Nothing disliked,Bud light,Miller Light,Coors Light,0
2023,12.0,I like the bold new taste and look,It looks perfect,Hieniken,Modelo,Corona,0
2025,11.0,The taste is really smooth,Nothing,Bush,Budweiser,Corona,0
2028,18.0,I like the most about michelob ultra pure gold:extra light lager is the taste for me,It's beer,Unanswered,Unanswered,Unanswered,1
2029,49.0,That’s okay I don’t have a good feeling lol I’m tired tired of playing it up lol I’m just tired,I just got home from work and I got my phone off and I’m just trying not sleep lol I’m just trying to get,Budlight,Cooler,Lote,0
2032,11.0,I like the design. This design really appeals me.,I would love to have some bigger versions of this beer.,Miller Light,Corona Extra,Bud Light,0
2033,10.0,Hat it's a ligh,I like everything,Miller lite,Bud lite,Heinikin,1
2034,9.0,No comment,No comment,Unanswered,Unanswered,Unanswered,0
2035,52.0,"What I like most about Michelob ULTRA Pure Gold is that it’s USDA certified organic, making it feel like a healthier option. It’s light and refreshing, with fewer calories, and has a crisp taste that’s great for casual gatherings. Plus, I appreciate its focus on sustainability!","I dislike that Michelob ULTRA Pure Gold can be pricey compared to other light beers. It also feels a bit too light in flavor for my taste. Plus, it’s not always easy to find in stores. Fixing these issues would make it more appealing!",Miller Lite,Bud Light,Coors Light,0
2036,9.0,Very satisfied,Unanswered,Unanswered,Unanswered,Unanswered,0
2038,6.0,I dont like it at all,The tatse,Unanswered,Unanswered,Unanswered,0
2040,9.0,has a great design for the package over all with the best value for the money,everything seems fine,Budlight,Extra bud,Bight ex,0
2042,9.0,Michelob has a smooth flavor and this version is more healthy,Nothung,Michelob ultra,Busch light,Corona,0
2043,9.0,The taste,The label,Unanswered,Unanswered,Unanswered,0
2044,21.0,The look and taste,Sometimes it's to bubbly,Unanswered,Unanswered,Unanswered,0
2045,4.0,I likr the flavor it is pretty good and delicious,I like all of it,Coors,Light,Calories,0
2046,36.0,It doesn't make ypu feel full and bloated,No dislikes,Bud Light,Bud like,Michelob ultra,0
2047,15.0,I like the design.,The price is way to high I don't like that.,Unanswered,Unanswered,Unanswered,0
2048,23.0,The way it taste,The taste,Corona,Budweiser,Modelo,0
2049,14.0,The 70% calories,Everything good by me,Unanswered,Unanswered,Unanswered,0
2050,11.0,The flavor would probably be the best selling point for me,I don't like light beer.,Unanswered,Unanswered,Unanswered,0
2051,19.0,I don't like this beer,It's like it cuz I never taste it.,Unanswered,Unanswered,Unanswered,0
2053,8.0,"I've actually tried this before, I would actually drink it again.",Sometimes the smell gets to me.,Unanswered,Unanswered,Unanswered,0
2054,11.0,"Openly, likeable spice mix, here.",Waste of potential.,Unanswered,Unanswered,Unanswered,0
2055,13.0,It's certified organic,It's pricey,Busch light,Coors light,Michelob ultra,0
2056,9.0,The brand,Unanswered,Unanswered,Unanswered,Unanswered,0
2057,8.0,THE BRAND OF DRINK ITSELF,NOTHING THAT I DISLIKE ABOUT THIS I LIKE EVERYTHING ABOUT THIS TYPE OF DRINK,Modelo,Bud Light,Corona,0
2058,10.0,Flavored water if that is what you are looking for,Not true beer,Unanswered,Unanswered,Unanswered,0
2059,14.0,the quality and its premium features,the design of the bottle,Heineken,Heineken light,Heineken non-alcoholic beer,0
2060,22.0,The calories would make me try it,I have to say the taste and the feeling after you drink it,Unanswered,Unanswered,Unanswered,0
2062,6.0,Not that appealing,Not that appealing,Unanswered,Unanswered,Unanswered,0
2063,32.0,The calories are a big part and it's light and the price is good.,I wouldn't change anything. It looks tasty,Unanswered,Unanswered,Unanswered,0
2064,14.0,Appealing appearance,Orangic Light Lager just sounds odd together,Unanswered,Unanswered,Unanswered,0
2067,19.0,It's a light beer and priced average,There was nothing I disliked about it,Unanswered,Unanswered,Unanswered,0
2068,8.0,good record in the market,nothing,Unanswered,Unanswered,Unanswered,0
2070,26.0,The taste and the smoothness,Nothing,Budweiser,Coors,Bud light,0
2071,11.0,Gold,Small,Nike,Macy,Kcp,0
2073,39.0,"The name ""Pure Gold"" makes it sound more premium (even moreso than putting the word ""Premium"" in the name).","The fact that it goes out of its way to call itself ""Premium"" in its own name makes it sound like it's probably not because it's trying too hard.",Unanswered,Unanswered,Unanswered,0
2074,7.0,The taste is unique,It's expensive,Corona,Budweiser,Gold,0
2075,19.0,The most important thing I like is how many calories it contains,There's nothing that I dislike about this product,Unanswered,Unanswered,Unanswered,0
2077,17.0,Pure gold sounds cool,I don't like the taste,Bud light,Busch,Steel reserve,0
2078,11.0,The packaging and bottle make it look like a premium beer,Nothing,Unanswered,Unanswered,Unanswered,0
2079,12.0,I like that it's light and has on 70 calories,I think the price is too expensive for a new product,Unanswered,Unanswered,Unanswered,0
2080,20.0,The calories content,Unanswered,Dark lord,Zwanze,Heady topper,0
2081,14.0,The premium taste and look,Price could be lower,Unanswered,Unanswered,Unanswered,0
2084,47.0,Label and color looks like it's refreshing makes me want to try it,Nothing have not tried it so makes  me want perches it,Budwiser,Bud liight,Coors,0
2086,7.0,It's ultra light,Lager,Unanswered,Unanswered,Unanswered,0
2087,22.0,"I like that Michelob Ultra pure Gold is organic, making it a healthier and more natural choice for a light lager",I dislike that it may lack the rich flavor profile found in fuller- bodied beers,Coors Light,Miller Lite,Amsterdam Light,0
2088,14.0,I would try just because of the designs on label it really gets a person attention,I really couldn't say I have never tried it so I really couldn't say,Bud light,Miller High Life,Corona,0
2089,8.0,The taste,There is nothing I dislike,Budweiser,corona,coors light,0
2090,12.0,This is insane. Organic!,Do not experiment with beer,Blue Moon,Modelo,Heineken,0
2091,12.0,Don't know,Not sure,Bud light,Michelob light,Coors light,0
2092,15.0,I have always liked the brand and it looks pretty tasty,Nothing,Corona extra,Budwieser,Modelo,0
2095,16.0,Light lager with premium ingredients,The price and taste,Unanswered,Unanswered,Unanswered,0
2096,6.0,Good products,Nothing,Unanswered,Unanswered,Unanswered,0
2097,3.0,That it looks refreshing,Nothing it looks good,Corona,White claw,Twisted tea,0
2100,11.0,The taste,The bottle shape,Unanswered,Unanswered,Unanswered,0
2101,9.0,I like the organic and packaging,Low abv,Unanswered,Unanswered,Unanswered,0
2102,10.0,"The thing i like most about it is it's a light beer which would have a good taste, and the alcohol content is low",There isn't anything I don't like,Miller light,Bud light,Corona,0
2104,8.0,The design is great and cool,Nothing,Budweiser,None comes to mind,None comes to mind,0
2106,14.0,The taste and gives you a buzz,Nothing,Budwiser,Corona,Great value,0
2107,28.0,It's not a very strong beer but it's still a beer. So you can still be cool an be with in crowd but not get wasted.,There is nothing.,Unanswered,Unanswered,Unanswered,0
2109,6.0,good like poster,Nothing,better,branded,like,0
2110,5.0,Only 85 calories !,Looks like pee,Bud,Coors,Blue ribbon,0
2111,22.0,"Being a crisp, light beer.",price,Unanswered,Unanswered,Unanswered,0
2112,9.0,Everything,Nothing,Bud light,Bud wrisrr,Corona,0
2114,7.0,Like,Nothing,Bud light,Nothing,N,0
2115,18.0,I like the taste,Nothing,Unanswered,Unanswered,Unanswered,0
2116,11.0,The price is competitive,It's not my preferred beer,Unanswered,Unanswered,Unanswered,0
2117,42.0,Hopefully a gold taste,I dislike nothing,Budweiser,Heineken,Coors,0
2118,19.0,I love the taste and quality of the drink,Nothing,Unanswered,Unanswered,Unanswered,0
2119,8.0,Pure flavor,Price,Unanswered,Unanswered,Unanswered,0
2120,18.0,Light and hard brewing taste,Nothing in particular,Unanswered,Unanswered,Unanswered,0
2121,31.0,"I love its refreshing taste, clean ingredients, and low calories.",I don't like its alcohol content; I think the alcohol level is a bit too high for me.,Bud Light,Corona Premier,Budweiser Select 55,0
2122,11.0,i like test,none,bud light,coors light,miller lite,0
2123,8.0,I like how light it is,I don’t dislike anyone,Michelob ultra,Miller light,Coors light,1
2126,9.0,Nothing,It's light beer,Unanswered,Unanswered,Unanswered,0
2127,14.0,It's okay I just don't drink lite beers often,It's light,Unanswered,Unanswered,Unanswered,0
2129,16.0,Extra light with homegrown jnhtedientd,Unanswered,Coors light,craft light,seltxer,0
2131,19.0,Look good,Nothing,Good,Best,Easy,0
2133,6.0,It's taste,It's okay,Corona,Coors light,Bud light,0
2138,17.0,The taste honestly,The way it looks,Unanswered,Unanswered,Unanswered,0
2139,11.0,Its cool,The color,Heinkein,Star,Goldbust,0
2140,5.0,Nothing,Everything,Unanswered,Unanswered,Unanswered,0
2141,14.0,The color scheme for the ad.,Not really into the lower carb beers,Coors Light,Bud Light,Busch Light,0
2142,7.0,It tastes the best,The cost,Coors ultra,Bud light,Budweiser,0
2143,8.0,I love the taste,Nothin,Corona,Lager,Heinekn,0
2144,15.0,Low carbs and low calories,The price,Michelob,Bud lite,Bud,0
2147,4.0,E,Nothing,Great,Wonderful,Joyful,0
2148,18.0,That is Michelob that it's probably good tasting,Nothing,Unanswered,Unanswered,Unanswered,0
2149,18.0,It's taste is very smooth,Nothing,Unanswered,Unanswered,Unanswered,0
2151,8.0,Very typical and very nice,Nothing it is very typical,Nice,Good,Like,0
2152,16.0,It has a nice taste to it and it gives you a good buzz,There's not much a dislike about it,Sex on the beach cocktail drink,Bud light,Natural light,0
2154,9.0,I haven't had it yet,I haven't had it yet,Unanswered,Unanswered,Unanswered,0
2156,8.0,It's a lager,Nothing I disliked,Unanswered,Unanswered,Unanswered,0
2157,9.0,Miller lite,Just never tried it,Corona,Miller lite,Michelob lite,0
2159,20.0,Taste,Nothing,Unanswered,Unanswered,Unanswered,0
2160,18.0,I like the look of the product,Nothing much.,Unanswered,Unanswered,Unanswered,0
2161,20.0,Well I think it is a little strong,I think the taste is to bitter,Coors light,Busch,Miller high light,0
2162,18.0,Design of the bottle,Nothing it's fine,Coors light,Corona,Modelo,0
2165,5.0,I like the gold it’s nice,nothing at all,Unanswered,Unanswered,Unanswered,0
2166,9.0,the low carbs,the price,Unanswered,Unanswered,Unanswered,1
2167,11.0,Is very important it,Is dislike when drinking to much,0,0,0,0
2168,26.0,I would only drink it if they were free and there was nothing else available in other words if you got it then well we'll drink,I like Bud light ice Cold any other beer just another beer,Unanswered,Unanswered,Unanswered,0
2169,11.0,"It's from a reputable brand, it's not a heavy lager, it conveys a sense of relaxation",Nothing to dislike,Bud light,Miller light,Coors light,1
2171,4.0,Light,Nothing,Unanswered,Nome,Nonr,0
2173,11.0,I like the amount of calories it contains,Nothing in particular,Heineken lager,Heineken silver,Bud light,0
2174,11.0,nothing,everything,Unanswered,Unanswered,Unanswered,0
2175,11.0,Organic and lower calorie so fits in with calorie management,Nothing,Yuengling lager,Yuengling light lager,Michelob ultra,0
2178,13.0,Taste,Price,Bud lite,Miller lite,Coors lite,0
2179,23.0,Absolutely nothing at all could compel me to but this beer!,It's overrated and expensive,Unanswered,Unanswered,Unanswered,0
2182,20.0,The price is good,Nothing in particular,Unanswered,Unanswered,Unanswered,0
